epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,175.526,0.91246,0.56629,0.96794,0.88906,1,0.98643,0.52333,1.69055,0.70325,1.59998,0.00129116,0.00129116,0.00129116
181,176.486,0.96701,0.55035,1.08572,0.89161,1,0.98643,0.51359,1.76624,0.71255,1.64327,0.0012872,0.0012872,0.0012872
182,177.457,0.96517,0.54793,1.05032,0.85639,0.95433,0.92976,0.50269,1.71874,0.69439,1.61844,0.00128324,0.00128324,0.00128324
183,178.422,0.99943,0.58471,1.13084,0.78714,0.92,0.8816,0.48846,1.82093,0.70586,1.70603,0.00127928,0.00127928,0.00127928
184,179.391,1.09102,0.64189,1.15952,0.85335,0.96,0.93647,0.46821,1.84201,0.7144,1.70049,0.00127532,0.00127532,0.00127532
185,180.349,0.95422,0.58858,1.06013,0.85072,0.96,0.93093,0.47773,1.78321,0.69947,1.64348,0.00127136,0.00127136,0.00127136
186,181.317,0.91543,0.57418,1.0285,0.94836,0.88,0.92122,0.47839,1.81023,0.71645,1.6698,0.0012674,0.0012674,0.0012674
187,182.284,0.87579,0.51224,1.0022,0.94623,0.88,0.93055,0.50054,1.88559,0.74956,1.7188,0.00126344,0.00126344,0.00126344
188,183.255,1.06434,0.561,1.06776,0.94598,0.88,0.94102,0.51304,1.80162,0.66759,1.67988,0.00125948,0.00125948,0.00125948
189,184.215,0.91762,0.53261,0.99938,0.88781,0.96,0.94183,0.51764,1.84056,0.68136,1.73252,0.00125552,0.00125552,0.00125552
190,185.191,0.89685,0.54781,1.03639,0.85067,0.92,0.885,0.41323,2.03492,0.75765,1.83646,0.00125156,0.00125156,0.00125156
191,186.153,0.8586,0.5054,1.0005,0.93045,0.76,0.85431,0.41127,1.91579,0.7482,1.78101,0.0012476,0.0012476,0.0012476
192,187.121,0.88955,0.54126,1.00184,0.88367,0.96,0.91082,0.41118,1.89605,0.74098,1.76315,0.00124364,0.00124364,0.00124364
193,188.073,0.9961,0.57655,1.0793,0.8858,0.96,0.91492,0.41571,1.91389,0.75799,1.76907,0.00123968,0.00123968,0.00123968
194,189.039,0.97986,0.55581,1.03715,0.8541,0.96,0.91171,0.4505,1.72352,0.69425,1.6386,0.00123572,0.00123572,0.00123572
195,190.003,0.93002,0.55471,1.07901,0.85525,0.96,0.93576,0.52147,1.66691,0.66059,1.61415,0.00123176,0.00123176,0.00123176
196,190.967,0.90696,0.5709,1.02081,0.94213,0.92,0.94723,0.4996,1.70695,0.65585,1.64587,0.0012278,0.0012278,0.0012278
197,191.924,0.86545,0.53835,1.00258,0.8568,0.95744,0.94589,0.48842,1.70923,0.67488,1.6293,0.00122384,0.00122384,0.00122384
198,192.896,0.98821,0.59936,1.04354,0.84987,0.92,0.91002,0.46431,1.77677,0.72591,1.65263,0.00121988,0.00121988,0.00121988
199,193.856,0.82573,0.52483,0.98315,0.88063,0.92,0.88854,0.42242,1.87098,0.74168,1.72994,0.00121592,0.00121592,0.00121592
200,194.822,0.92797,0.56766,1.0621,0.88094,0.92,0.9155,0.43604,1.8889,0.74637,1.72229,0.00121196,0.00121196,0.00121196
201,195.777,0.82485,0.51569,0.99237,0.8827,0.92,0.92171,0.45677,1.84792,0.75236,1.70386,0.001208,0.001208,0.001208
202,196.742,0.85408,0.54821,1.00612,0.8818,0.92,0.9349,0.44597,1.87366,0.76887,1.69829,0.00120404,0.00120404,0.00120404
203,197.708,0.90004,0.53379,1.03032,0.8434,0.88,0.87446,0.43135,1.93849,0.75428,1.76222,0.00120008,0.00120008,0.00120008
204,198.673,0.95145,0.54419,1.04001,0.88972,0.92,0.95139,0.50743,1.72853,0.69961,1.64374,0.00119612,0.00119612,0.00119612
205,199.629,1.00355,0.57354,1.03958,0.90411,0.92,0.95373,0.5282,1.73837,0.66516,1.64471,0.00119216,0.00119216,0.00119216
206,200.596,0.96736,0.54506,1.05967,0.89978,0.92,0.95334,0.4987,1.85937,0.70156,1.68219,0.0011882,0.0011882,0.0011882
207,201.559,0.88493,0.53934,1.01959,0.95788,0.92,0.93657,0.47847,1.90763,0.71452,1.71841,0.00118424,0.00118424,0.00118424
208,202.522,0.92988,0.5443,1.01947,0.91858,0.88,0.92462,0.48433,1.72179,0.71155,1.66649,0.00118028,0.00118028,0.00118028
209,203.48,0.8692,0.56305,1.01366,0.93359,0.88,0.92255,0.48039,1.75351,0.70356,1.71447,0.00117632,0.00117632,0.00117632
210,204.44,0.89715,0.51781,0.98862,0.94709,0.92,0.95214,0.49086,1.82721,0.65432,1.74398,0.00117236,0.00117236,0.00117236
211,205.405,0.81792,0.51293,0.98897,0.95987,0.95679,0.96073,0.47824,1.80481,0.63848,1.73516,0.0011684,0.0011684,0.0011684
212,206.371,0.84315,0.49871,0.99351,0.95697,0.92,0.96324,0.47883,1.7997,0.64477,1.70873,0.00116444,0.00116444,0.00116444
213,207.33,0.89156,0.53058,1.06037,0.95495,0.92,0.96232,0.49762,1.7791,0.66614,1.69685,0.00116048,0.00116048,0.00116048
214,208.294,0.9162,0.53146,1.01567,0.94583,0.92,0.95685,0.47581,1.82077,0.67521,1.78751,0.00115652,0.00115652,0.00115652
215,209.259,0.9394,0.55145,1.07016,0.88873,0.95847,0.93103,0.38983,1.87908,0.73175,1.84238,0.00115256,0.00115256,0.00115256
216,210.224,0.99051,0.54756,1.02974,0.88853,0.9566,0.86908,0.38341,1.81587,0.74382,1.78286,0.0011486,0.0011486,0.0011486
217,211.175,0.86251,0.51644,0.99716,0.88147,0.92,0.8514,0.35939,1.87315,0.7828,1.83907,0.00114464,0.00114464,0.00114464
218,212.14,0.88563,0.51196,1.02187,0.87981,0.92,0.90354,0.3645,1.95674,0.78855,1.92586,0.00114068,0.00114068,0.00114068
219,213.104,0.87244,0.54128,1.00315,0.88839,0.95529,0.9332,0.46989,1.81784,0.71149,1.80079,0.00113672,0.00113672,0.00113672
220,214.066,0.9523,0.5676,1.07272,0.89098,0.88,0.94472,0.47603,1.85461,0.74184,1.80307,0.00113276,0.00113276,0.00113276
221,215.028,0.79604,0.50994,0.96371,0.86778,0.88,0.94107,0.42952,1.97843,0.79873,1.86849,0.0011288,0.0011288,0.0011288
222,215.992,0.86814,0.52474,1.02401,0.83661,0.92,0.93565,0.42448,1.95644,0.84084,1.85026,0.00112484,0.00112484,0.00112484
223,216.956,0.79092,0.4857,0.99537,0.84048,0.92,0.9355,0.41837,1.85799,0.84442,1.75844,0.00112088,0.00112088,0.00112088
224,217.921,0.88142,0.49696,0.9823,0.9496,0.92,0.94628,0.46088,1.87425,0.85219,1.72704,0.00111692,0.00111692,0.00111692
225,218.879,0.94085,0.57613,1.09379,0.94539,0.92,0.9474,0.46809,1.84316,0.79652,1.6981,0.00111296,0.00111296,0.00111296
226,219.842,0.92124,0.54083,1.02637,0.958,0.91255,0.9521,0.48183,1.7995,0.7236,1.69015,0.001109,0.001109,0.001109
227,220.804,0.89388,0.50461,1.00308,0.95971,0.95297,0.95053,0.51007,1.74988,0.65309,1.6597,0.00110504,0.00110504,0.00110504
228,221.765,0.83189,0.52217,0.99927,0.95965,0.95168,0.95423,0.49321,1.77866,0.63099,1.67941,0.00110108,0.00110108,0.00110108
229,222.713,0.88062,0.52508,1.08231,0.95803,0.91332,0.95315,0.47573,1.84646,0.66858,1.72907,0.00109712,0.00109712,0.00109712
230,223.674,0.76489,0.52797,1.02432,0.94837,0.92,0.95298,0.55766,1.66434,0.62433,1.62856,0.00109316,0.00109316,0.00109316
231,224.634,0.87857,0.50062,1.00021,0.94068,0.92,0.94746,0.51927,1.66895,0.63118,1.64264,0.0010892,0.0010892,0.0010892
232,225.595,0.82372,0.49469,0.98713,0.91954,0.92,0.94051,0.46225,1.88848,0.71956,1.77566,0.00108524,0.00108524,0.00108524
233,226.551,0.83497,0.48794,1.01128,0.85149,0.92,0.92167,0.4429,1.91504,0.76712,1.76232,0.00108128,0.00108128,0.00108128
234,227.514,0.84615,0.51246,1.02431,0.8479,0.92,0.90724,0.46462,1.81039,0.7031,1.72271,0.00107732,0.00107732,0.00107732
235,228.479,0.8189,0.47968,1.00531,0.88073,0.92,0.91782,0.46412,1.85146,0.70855,1.70162,0.00107336,0.00107336,0.00107336
236,229.438,0.7974,0.47901,1.01006,0.92996,0.88,0.93918,0.47086,1.93248,0.74394,1.71725,0.0010694,0.0010694,0.0010694
237,230.391,0.85622,0.51055,1.0249,0.91911,0.90937,0.94847,0.47379,1.9053,0.71951,1.70267,0.00106544,0.00106544,0.00106544
238,231.354,1.09599,0.87481,1.05578,0.95419,0.92,0.94105,0.48292,1.85714,0.75445,1.67522,0.00106148,0.00106148,0.00106148
239,232.32,0.80746,0.51009,0.98658,0.9431,0.92,0.91922,0.4752,1.82527,0.7568,1.68114,0.00105752,0.00105752,0.00105752
240,233.282,0.7325,0.46495,0.96414,0.88195,0.92,0.84825,0.41422,1.8558,0.73241,1.70202,0.00105356,0.00105356,0.00105356
241,234.233,0.75281,0.48828,0.9942,0.88195,0.92,0.85586,0.41183,1.86204,0.73305,1.71612,0.0010496,0.0010496,0.0010496
242,235.194,0.73097,0.46541,0.93148,0.8886,0.95727,0.91404,0.48065,1.82939,0.70189,1.69884,0.00104564,0.00104564,0.00104564
243,236.161,0.77608,0.49036,0.98403,0.88871,0.96,0.94278,0.48014,1.85931,0.68542,1.72878,0.00104168,0.00104168,0.00104168
244,237.126,0.81736,0.4837,1.09805,0.88657,0.96,0.9598,0.50974,1.89911,0.66093,1.76815,0.00103772,0.00103772,0.00103772
245,238.079,0.8119,0.49137,0.96789,0.9225,0.95248,0.9613,0.48593,1.94634,0.66629,1.79919,0.00103376,0.00103376,0.00103376
246,239.04,0.85071,0.48986,0.99483,0.94956,0.92,0.95421,0.46628,2.01326,0.71482,1.85031,0.0010298,0.0010298,0.0010298
247,240.002,0.87886,0.609,1.08942,0.95361,0.92,0.94389,0.50998,1.82313,0.7009,1.72604,0.00102584,0.00102584,0.00102584
248,240.963,0.86255,0.65446,1.00455,0.95995,0.95879,0.9278,0.48916,1.81398,0.65223,1.6908,0.00102188,0.00102188,0.00102188
249,241.919,0.94476,0.53549,1.03121,0.95977,0.95443,0.92799,0.44341,1.88475,0.67345,1.7459,0.00101792,0.00101792,0.00101792
250,242.879,0.82524,0.48656,0.97658,0.9401,0.92,0.92896,0.43092,1.90346,0.70255,1.80082,0.00101396,0.00101396,0.00101396
