epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,636.549,1.09828,0.52019,0.92548,0.9504,0.95805,0.97427,0.60154,1.41453,0.6527,1.04621,0.0012872,0.0012872,0.0012872
182,639.953,1.10138,0.52713,0.91843,0.94305,0.96591,0.97773,0.60136,1.4617,0.64693,1.05721,0.00128324,0.00128324,0.00128324
183,643.33,1.09735,0.5149,0.92268,0.92979,0.96667,0.9747,0.59474,1.47231,0.64403,1.05553,0.00127928,0.00127928,0.00127928
184,646.641,1.07919,0.50744,0.92702,0.93397,0.975,0.97638,0.5678,1.47988,0.6516,1.0525,0.00127532,0.00127532,0.00127532
185,650.034,1.07818,0.52707,0.93877,0.95778,0.94514,0.97723,0.55624,1.4942,0.64919,1.08245,0.00127136,0.00127136,0.00127136
186,653.533,1.12052,0.5275,0.93286,0.94765,0.96667,0.96257,0.56582,1.5495,0.69401,1.10855,0.0012674,0.0012674,0.0012674
187,656.764,1.1308,0.52732,0.93271,0.93414,0.96667,0.9717,0.56893,1.43219,0.64669,1.08115,0.00126344,0.00126344,0.00126344
188,659.969,1.11117,0.51976,0.93498,0.95015,0.95296,0.9768,0.54984,1.55927,0.67062,1.08671,0.00125948,0.00125948,0.00125948
189,663.517,1.10285,0.51722,0.94174,0.9634,0.95,0.98036,0.58254,1.45423,0.6386,1.03828,0.00125552,0.00125552,0.00125552
190,666.767,1.10353,0.51947,0.92342,0.95858,0.96435,0.98166,0.59164,1.4635,0.65242,1.05083,0.00125156,0.00125156,0.00125156
191,669.915,1.11546,0.51086,0.92618,0.96578,0.94065,0.97702,0.58764,1.5023,0.66018,1.0775,0.0012476,0.0012476,0.0012476
192,673.182,1.06901,0.50661,0.91822,0.96629,0.95561,0.98011,0.58173,1.47853,0.66138,1.06587,0.00124364,0.00124364,0.00124364
193,676.381,1.09102,0.51619,0.93177,0.96103,0.95,0.97221,0.57917,1.49299,0.66531,1.09782,0.00123968,0.00123968,0.00123968
194,679.574,1.09112,0.50496,0.93205,0.95032,0.95639,0.97884,0.5859,1.48118,0.64173,1.06845,0.00123572,0.00123572,0.00123572
195,682.728,1.12188,0.52018,0.92704,0.95039,0.95788,0.97616,0.58071,1.48399,0.61799,1.07458,0.00123176,0.00123176,0.00123176
196,685.915,1.10399,0.52331,0.9246,0.94393,0.95,0.97975,0.5765,1.51539,0.64716,1.10626,0.0012278,0.0012278,0.0012278
197,689.07,1.10924,0.51144,0.9221,0.95623,0.975,0.98812,0.58243,1.51052,0.62939,1.09455,0.00122384,0.00122384,0.00122384
198,692.247,1.11918,0.50268,0.93033,0.95915,0.95833,0.98143,0.58827,1.51941,0.63569,1.08599,0.00121988,0.00121988,0.00121988
199,695.44,1.11808,0.51775,0.93959,0.96405,0.95,0.97374,0.56657,1.53594,0.6251,1.09219,0.00121592,0.00121592,0.00121592
200,698.918,1.13602,0.52248,0.93746,0.96664,0.96591,0.97926,0.5658,1.55747,0.62723,1.12295,0.00121196,0.00121196,0.00121196
201,702.635,1.10283,0.50722,0.91785,0.96566,0.975,0.97739,0.5894,1.44136,0.61144,1.05266,0.001208,0.001208,0.001208
202,705.926,1.06633,0.49866,0.92448,0.95686,0.96667,0.97718,0.58796,1.40126,0.61306,1.02876,0.00120404,0.00120404,0.00120404
203,709.467,1.09293,0.50148,0.90674,0.95849,0.99167,0.98201,0.58805,1.47165,0.63552,1.0471,0.00120008,0.00120008,0.00120008
204,712.861,1.05852,0.50704,0.92064,0.95191,0.99167,0.98446,0.57015,1.4938,0.64023,1.06578,0.00119612,0.00119612,0.00119612
205,716.12,1.05354,0.50211,0.90622,0.95139,0.97864,0.98429,0.57201,1.49612,0.64246,1.07061,0.00119216,0.00119216,0.00119216
206,719.398,1.02372,0.49827,0.90903,0.96541,0.975,0.9792,0.58329,1.46245,0.65484,1.05781,0.0011882,0.0011882,0.0011882
207,722.543,1.03995,0.4991,0.92291,0.96489,0.975,0.97349,0.58056,1.50294,0.64555,1.08228,0.00118424,0.00118424,0.00118424
208,725.767,1.0759,0.51037,0.92305,0.96122,0.96667,0.97874,0.57244,1.52146,0.65278,1.0798,0.00118028,0.00118028,0.00118028
209,728.929,1.11896,0.52229,0.92103,0.95469,0.975,0.98043,0.55459,1.51826,0.63432,1.07407,0.00117632,0.00117632,0.00117632
210,732.148,1.06957,0.50423,0.9183,0.95731,0.95833,0.97483,0.58984,1.46662,0.64275,1.0515,0.00117236,0.00117236,0.00117236
211,735.376,1.06482,0.49702,0.91216,0.96633,0.95681,0.97373,0.58311,1.44599,0.62161,1.06354,0.0011684,0.0011684,0.0011684
212,738.632,1.05153,0.49196,0.92084,0.95919,0.98333,0.97879,0.58023,1.51904,0.62447,1.06909,0.00116444,0.00116444,0.00116444
213,741.809,1.06022,0.49364,0.91805,0.9589,0.97211,0.98519,0.58373,1.50355,0.61783,1.06427,0.00116048,0.00116048,0.00116048
214,745.041,1.07941,0.51902,0.92109,0.95789,0.95833,0.98216,0.56782,1.52517,0.64668,1.0937,0.00115652,0.00115652,0.00115652
215,748.27,1.08346,0.50717,0.9255,0.96593,0.95833,0.98156,0.60737,1.46149,0.63308,1.06191,0.00115256,0.00115256,0.00115256
216,751.449,1.07347,0.50258,0.91829,0.95827,0.98333,0.98204,0.58359,1.52154,0.64602,1.05705,0.0011486,0.0011486,0.0011486
217,754.667,1.05147,0.49221,0.92887,0.95069,0.96408,0.97754,0.59786,1.44253,0.63077,1.0439,0.00114464,0.00114464,0.00114464
218,757.849,1.0772,0.51548,0.90582,0.94282,0.99167,0.98117,0.59049,1.47736,0.61626,1.05458,0.00114068,0.00114068,0.00114068
219,761.068,1.0805,0.51485,0.90638,0.96663,0.96547,0.98021,0.5797,1.47685,0.63592,1.07538,0.00113672,0.00113672,0.00113672
220,764.387,1.03416,0.49312,0.91539,0.95807,0.975,0.98341,0.59182,1.46152,0.62044,1.09531,0.00113276,0.00113276,0.00113276
221,767.581,1.0633,0.50121,0.91606,0.94207,0.99167,0.98456,0.59066,1.4924,0.6309,1.05937,0.0011288,0.0011288,0.0011288
222,770.801,1.08092,0.49967,0.91418,0.95761,0.98333,0.97792,0.6039,1.43182,0.62616,1.04538,0.00112484,0.00112484,0.00112484
223,774.025,1.03329,0.504,0.91677,0.95157,0.98237,0.98535,0.60335,1.39307,0.62264,1.03152,0.00112088,0.00112088,0.00112088
224,777.661,1.01799,0.48776,0.91148,0.95666,0.975,0.9848,0.59902,1.47839,0.64878,1.05988,0.00111692,0.00111692,0.00111692
225,780.799,1.03583,0.4995,0.9115,0.95897,0.97386,0.98434,0.60756,1.51132,0.65522,1.10569,0.00111296,0.00111296,0.00111296
226,783.963,1.03868,0.4883,0.90815,0.95461,0.96667,0.9851,0.59511,1.48032,0.65687,1.06133,0.001109,0.001109,0.001109
227,787.167,1.04508,0.49117,0.91942,0.96203,0.96667,0.98513,0.5727,1.46853,0.65457,1.0553,0.00110504,0.00110504,0.00110504
228,790.358,1.04294,0.486,0.91145,0.95811,0.975,0.98576,0.59909,1.42901,0.63301,1.02635,0.00110108,0.00110108,0.00110108
229,793.475,1.02727,0.48442,0.9132,0.95922,0.98002,0.98026,0.59639,1.49815,0.65525,1.05616,0.00109712,0.00109712,0.00109712
230,796.635,1.0441,0.4886,0.91275,0.96576,0.98333,0.9811,0.58443,1.46249,0.62916,1.05143,0.00109316,0.00109316,0.00109316
231,799.979,1.07652,0.49721,0.9318,0.96577,0.98333,0.97995,0.59204,1.44504,0.63247,1.03812,0.0010892,0.0010892,0.0010892
232,803.504,1.05625,0.49923,0.92127,0.9667,0.98333,0.98546,0.58603,1.46096,0.61643,1.05895,0.00108524,0.00108524,0.00108524
233,807.005,1.03523,0.48235,0.91003,0.96385,0.975,0.98238,0.57756,1.48538,0.64558,1.04851,0.00108128,0.00108128,0.00108128
234,810.888,1.13338,0.5181,0.92153,0.96342,0.98333,0.98522,0.58543,1.51171,0.62318,1.07483,0.00107732,0.00107732,0.00107732
235,814.495,1.06525,0.5008,0.90868,0.9661,0.99167,0.98775,0.56867,1.47665,0.62519,1.04251,0.00107336,0.00107336,0.00107336
236,818.036,1.04401,0.49427,0.92191,0.96708,0.98333,0.98621,0.58535,1.46732,0.615,1.04824,0.0010694,0.0010694,0.0010694
237,821.517,1.03433,0.488,0.9016,0.96717,0.98195,0.98087,0.60152,1.43715,0.65581,1.05809,0.00106544,0.00106544,0.00106544
238,825.039,1.05003,0.48272,0.90307,0.96659,0.96449,0.97481,0.57838,1.46141,0.62501,1.06039,0.00106148,0.00106148,0.00106148
239,828.658,1.05852,0.48627,0.91178,0.95638,0.96667,0.98225,0.5997,1.48087,0.61809,1.05132,0.00105752,0.00105752,0.00105752
240,832.205,1.01499,0.4795,0.91513,0.96596,0.98333,0.98135,0.58359,1.48333,0.63789,1.03697,0.00105356,0.00105356,0.00105356
241,835.639,1.04004,0.47848,0.90932,0.96025,0.96667,0.97959,0.5862,1.42845,0.61274,1.02671,0.0010496,0.0010496,0.0010496
242,839.136,1.02689,0.48209,0.9003,0.96579,0.975,0.98306,0.59192,1.46578,0.62991,1.02771,0.00104564,0.00104564,0.00104564
243,842.637,1.00256,0.46845,0.91502,0.95194,0.99047,0.9742,0.59489,1.48419,0.61773,1.03838,0.00104168,0.00104168,0.00104168
244,846.202,1.01573,0.47436,0.91028,0.95836,0.98333,0.98134,0.61137,1.43649,0.63551,1.03137,0.00103772,0.00103772,0.00103772
245,849.719,1.01312,0.47662,0.88651,0.95918,0.98333,0.98519,0.59521,1.46502,0.63045,1.04084,0.00103376,0.00103376,0.00103376
246,853.243,1.04283,0.48549,0.91291,0.95744,0.98333,0.98517,0.56359,1.53115,0.61842,1.06212,0.0010298,0.0010298,0.0010298
247,856.644,1.02975,0.47763,0.91289,0.95912,0.98333,0.97978,0.59597,1.47384,0.63268,1.05178,0.00102584,0.00102584,0.00102584
248,859.899,1.03288,0.49126,0.90745,0.96693,0.97453,0.98265,0.60276,1.46716,0.63339,1.05976,0.00102188,0.00102188,0.00102188
249,863.111,1.00312,0.47315,0.90789,0.959,0.97457,0.98138,0.60731,1.51346,0.64292,1.05834,0.00101792,0.00101792,0.00101792
250,866.603,1.02206,0.48099,0.91267,0.95769,0.96667,0.97909,0.59482,1.4862,0.61848,1.04967,0.00101396,0.00101396,0.00101396
251,870.129,1.00412,0.46923,0.91005,0.95809,0.975,0.97628,0.5848,1.47995,0.63797,1.05141,0.00101,0.00101,0.00101
252,873.833,1.01648,0.47824,0.91446,0.95898,0.9741,0.98134,0.59592,1.4376,0.63076,1.04945,0.00100604,0.00100604,0.00100604
253,877.361,1.01503,0.4749,0.90617,0.95934,0.98318,0.98021,0.58995,1.46284,0.62511,1.06984,0.00100208,0.00100208,0.00100208
254,880.905,0.99385,0.48355,0.91549,0.95722,0.98333,0.98351,0.60787,1.46326,0.63223,1.04908,0.00099812,0.00099812,0.00099812
255,884.794,0.98075,0.46722,0.90462,0.95865,0.99167,0.98567,0.59329,1.51546,0.64456,1.05423,0.00099416,0.00099416,0.00099416
256,888.751,0.98651,0.46769,0.90528,0.95149,0.98069,0.9753,0.58506,1.47057,0.65138,1.06011,0.0009902,0.0009902,0.0009902
257,892.254,1.00087,0.48204,0.90755,0.95827,0.95693,0.96559,0.58893,1.49327,0.65039,1.05228,0.00098624,0.00098624,0.00098624
258,895.784,1.01314,0.47875,0.91031,0.95731,0.975,0.97864,0.58365,1.5221,0.63293,1.04952,0.00098228,0.00098228,0.00098228
259,899.3,0.98199,0.46959,0.89519,0.95897,0.97397,0.97947,0.58294,1.54038,0.65275,1.07317,0.00097832,0.00097832,0.00097832
260,902.83,0.98138,0.47659,0.9034,0.94808,0.96667,0.97522,0.594,1.49025,0.66857,1.05272,0.00097436,0.00097436,0.00097436
261,906.311,0.98339,0.47307,0.89518,0.95471,0.94167,0.96474,0.57341,1.52367,0.65448,1.05136,0.0009704,0.0009704,0.0009704
262,910.057,0.98612,0.47339,0.89756,0.94796,0.95833,0.97255,0.57775,1.51889,0.65623,1.06786,0.00096644,0.00096644,0.00096644
263,913.804,0.96656,0.46867,0.88625,0.94295,0.96416,0.9695,0.58105,1.48974,0.67768,1.06765,0.00096248,0.00096248,0.00096248
264,917.331,0.96987,0.46571,0.90446,0.94931,0.975,0.96979,0.56587,1.5286,0.70663,1.07634,0.00095852,0.00095852,0.00095852
265,920.822,0.98237,0.46745,0.88915,0.95821,0.9554,0.96397,0.5868,1.42978,0.63567,1.05145,0.00095456,0.00095456,0.00095456
266,924.391,0.98599,0.47771,0.89281,0.94927,0.96667,0.96806,0.58458,1.4969,0.63498,1.06685,0.0009506,0.0009506,0.0009506
267,927.941,0.97473,0.46894,0.89595,0.95119,0.97446,0.97018,0.60095,1.47563,0.61761,1.07701,0.00094664,0.00094664,0.00094664
268,931.442,0.99284,0.48016,0.89993,0.94304,0.96584,0.97337,0.59106,1.53483,0.66333,1.09953,0.00094268,0.00094268,0.00094268
269,934.901,1.01674,0.47523,0.90898,0.9505,0.95833,0.97105,0.575,1.50496,0.61997,1.08984,0.00093872,0.00093872,0.00093872
270,938.403,0.98498,0.47357,0.90095,0.96596,0.975,0.96906,0.58926,1.49952,0.60873,1.08527,0.00093476,0.00093476,0.00093476
271,941.907,0.96617,0.46813,0.8921,0.9579,0.96667,0.96486,0.59773,1.4756,0.62006,1.05983,0.0009308,0.0009308,0.0009308
